gen,net_size,D,II,segII,nu,HS,HT,GST,RI,RI_max,RI_max_free,N,r,stp,Ne,Sim,U,NU
7327,9977,0.03,0.2,0.05,0.694,0.023,0.038,0.388,0,0.092,0.048,500,Free,1,208.083,397,0.02,10.0
12716,11064,0.06,0.38,0.025,0.684,0.018,0.047,0.623,0,0.054,0.07,500,Free,2,208.083,397,0.02,10.0
24048,13019,0.09,0.21,0.045,0.642,0.021,0.065,0.679,0,0.036,0.078,500,Free,3,208.083,397,0.02,10.0
47667,18340,0.121,0.53,0.025,0.651,0.02,0.079,0.745,0,0.056,0.12,500,Free,4,208.083,397,0.02,10.0
48419,18912,0.15,1.38,0.015,0.622,0.024,0.097,0.753,0,0.022,0.228,500,Free,5,208.083,397,0.02,10.0
51386,20531,0.18,2.11,0.02,0.618,0.026,0.114,0.768,0,0.136,0.346,500,Free,6,208.083,397,0.02,10.0
52050,21232,0.211,1.19,0.015,0.619,0.027,0.13,0.791,0,0.02,0.34,500,Free,7,208.083,397,0.02,10.0
52524,21801,0.24,3.26,0.07,0.592,0.024,0.141,0.831,0,0.036,0.38,500,Free,8,208.083,397,0.02,10.0
53113,22817,0.271,3.59,0.045,0.639,0.026,0.158,0.833,0,0.096,0.416,500,Free,9,208.083,397,0.02,10.0
56069,26504,0.301,4.08,0.02,0.593,0.02,0.168,0.878,0,0.316,0.526,500,Free,10,208.083,397,0.02,10.0
60489,29911,0.33,4.25,0.025,0.554,0.021,0.182,0.887,0,0.412,0.504,500,Free,11,208.083,397,0.02,10.0
0,7981,0.0,0.02,0.035,0.686,0.036,0.036,0.0,0,0.006,0.012,500,Free,0,243.784,398,0.02,10.0
135,8167,0.032,0.1,0.07,0.672,0.025,0.041,0.381,0,0.014,0.028,500,Free,1,243.784,398,0.02,10.0
17294,14104,0.06,0.19,0.025,0.598,0.021,0.05,0.584,0,0.016,0.076,500,Free,2,243.784,398,0.02,10.0
17604,14490,0.09,0.38,0.025,0.64,0.021,0.065,0.674,0,0.056,0.096,500,Free,3,243.784,398,0.02,10.0
25661,17905,0.12,0.34,0.03,0.699,0.023,0.082,0.721,0,0.174,0.19,500,Free,4,243.784,398,0.02,10.0
50444,21940,0.152,0.93,0.02,0.635,0.018,0.093,0.803,0,0.084,0.206,500,Free,5,243.784,398,0.02,10.0
68355,24735,0.181,0.93,0.02,0.694,0.023,0.111,0.797,0,0.304,0.37,500,Free,6,243.784,398,0.02,10.0
69039,25442,0.21,2.1,0.025,0.654,0.027,0.13,0.791,0,0.376,0.448,500,Free,7,243.784,398,0.02,10.0
71484,27145,0.24,2.36,0.04,0.632,0.031,0.147,0.791,0,0.274,0.426,500,Free,8,243.784,398,0.02,10.0
72094,27731,0.271,2.69,0.035,0.649,0.025,0.157,0.841,0,0.29,0.476,500,Free,9,243.784,398,0.02,10.0
80082,31710,0.301,2.06,0.005,0.679,0.014,0.162,0.916,0,0.502,0.482,500,Free,10,243.784,398,0.02,10.0
83109,33298,0.33,5.68,0.04,0.57,0.019,0.181,0.894,0,0.398,0.502,500,Free,11,243.784,398,0.02,10.0
0,7995,0.0,0.03,0.005,0.635,0.016,0.016,0.0,0,0.002,0.01,500,Free,0,269.036,399,0.02,10.0
1767,9486,0.03,0.09,0.04,0.647,0.023,0.037,0.394,0,0.012,0.022,500,Free,1,269.036,399,0.02,10.0
3070,10424,0.062,1.07,0.035,0.635,0.022,0.052,0.585,0,0.022,0.222,500,Free,2,269.036,399,0.02,10.0
4386,11586,0.09,1.01,0.03,0.626,0.026,0.07,0.631,0,0.032,0.26,500,Free,3,269.036,399,0.02,10.0
8180,14222,0.121,0.56,0.04,0.626,0.021,0.08,0.738,0,0.046,0.144,500,Free,4,269.036,399,0.02,10.0
9632,15729,0.151,2.29,0.03,0.607,0.025,0.098,0.746,0,0.136,0.412,500,Free,5,269.036,399,0.02,10.0
26652,21814,0.18,2.0,0.045,0.639,0.026,0.114,0.774,0,0.212,0.386,500,Free,6,269.036,399,0.02,10.0
29175,22820,0.211,2.82,0.03,0.605,0.024,0.127,0.812,0,0.104,0.426,500,Free,7,269.036,399,0.02,10.0
30753,23813,0.24,2.78,0.04,0.599,0.02,0.138,0.853,0,0.106,0.392,500,Free,8,269.036,399,0.02,10.0
32102,24710,0.272,3.26,0.01,0.621,0.02,0.153,0.868,0,0.434,0.478,500,Free,9,269.036,399,0.02,10.0
34578,26638,0.3,3.28,0.015,0.632,0.016,0.163,0.905,0,0.492,0.522,500,Free,10,269.036,399,0.02,10.0
35176,27429,0.33,3.44,0.025,0.626,0.017,0.179,0.908,0,0.584,0.498,500,Free,11,269.036,399,0.02,10.0
0,9438,0.0,0.0,0.0,0.51,0.028,0.028,0.0,0,0.0,0.0,10,Free,0,4.295,400,1.0,10.0
1,9700,0.019,1.1,0.85,0.51,0.077,0.086,0.101,0,0.2,0.1,10,Free,1,4.295,400,1.0,10.0
2,9886,0.029,1.2,1.55,0.51,0.089,0.102,0.129,0,0.4,0.2,10,Free,2,4.295,400,1.0,10.0
3,10054,0.066,2.0,1.1,0.51,0.094,0.124,0.242,0,0.1,0.5,10,Free,3,4.295,400,1.0,10.0
4,10363,0.096,3.5,1.75,0.51,0.129,0.171,0.245,0,0.2,0.5,10,Free,4,4.295,400,1.0,10.0
5,10565,0.192,5.9,1.9,0.51,0.12,0.205,0.414,0,0.2,0.5,10,Free,5,4.295,400,1.0,10.0
6,10856,0.204,5.0,1.9,0.51,0.136,0.224,0.393,0,0.3,0.5,10,Free,6,4.295,400,1.0,10.0
7,11137,0.134,5.0,1.7,0.51,0.146,0.204,0.281,0,0.3,0.5,10,Free,7,4.295,400,1.0,10.0
8,11393,0.14,4.9,1.95,0.51,0.15,0.209,0.284,0,0.2,0.3,10,Free,8,4.295,400,1.0,10.0
9,11598,0.197,4.7,1.7,0.51,0.144,0.228,0.369,0,0.2,0.4,10,Free,9,4.295,400,1.0,10.0
10,11807,0.276,3.7,1.15,0.51,0.134,0.254,0.472,0,0.2,0.4,10,Free,10,4.295,400,1.0,10.0
11,11977,0.262,3.4,1.2,0.51,0.125,0.24,0.478,0,0.4,0.3,10,Free,11,4.295,400,1.0,10.0
0,9655,0.0,2.7,2.9,0.51,0.182,0.182,0.0,0,0.4,0.3,10,Free,0,3.319,401,1.0,10.0
1,9797,0.073,3.9,2.05,0.51,0.115,0.148,0.219,0,0.4,0.4,10,Free,1,3.319,401,1.0,10.0
2,9956,0.089,3.3,1.65,0.51,0.093,0.134,0.302,0,0.2,0.7,10,Free,2,3.319,401,1.0,10.0
3,10175,0.123,3.5,1.55,0.51,0.123,0.177,0.306,0,0.2,0.3,10,Free,3,3.319,401,1.0,10.0
4,10423,0.196,6.5,2.5,0.51,0.139,0.224,0.377,0,0.4,0.6,10,Free,4,3.319,401,1.0,10.0
5,10711,0.226,5.3,2.55,0.51,0.163,0.257,0.368,0,0.5,0.7,10,Free,5,3.319,401,1.0,10.0
6,10920,0.275,4.8,2.45,0.51,0.143,0.261,0.451,0,0.4,0.7,10,Free,6,3.319,401,1.0,10.0
7,11150,0.34,7.3,2.2,0.51,0.124,0.273,0.545,0,0.6,0.6,10,Free,7,3.319,401,1.0,10.0
8,11409,0.355,6.9,1.75,0.51,0.131,0.285,0.542,0,0.2,0.3,10,Free,8,3.319,401,1.0,10.0
9,11668,0.328,6.2,1.65,0.51,0.124,0.268,0.536,0,0.6,0.7,10,Free,9,3.319,401,1.0,10.0
10,11921,0.287,5.3,1.05,0.51,0.094,0.224,0.581,0,0.5,0.6,10,Free,10,3.319,401,1.0,10.0
11,12065,0.327,5.7,1.45,0.51,0.096,0.244,0.607,0,0.5,0.5,10,Free,11,3.319,401,1.0,10.0
0,9477,0.0,1.0,2.05,0.433,0.113,0.113,0.0,0,0.5,0.1,10,Free,0,4.147,402,1.0,10.0
1,9831,0.028,2.2,1.25,0.433,0.122,0.134,0.092,0,0.4,0.5,10,Free,1,4.147,402,1.0,10.0
2,10136,0.08,2.7,1.55,0.433,0.137,0.172,0.201,0,0.7,0.4,10,Free,2,4.147,402,1.0,10.0
3,10292,0.103,1.5,1.05,0.433,0.12,0.165,0.274,0,0.1,0.6,10,Free,3,4.147,402,1.0,10.0
4,10529,0.111,2.4,1.5,0.433,0.111,0.16,0.308,0,0.4,0.2,10,Free,4,4.147,402,1.0,10.0
5,10693,0.139,2.2,1.45,0.433,0.107,0.169,0.367,0,0.5,0.5,10,Free,5,4.147,402,1.0,10.0
6,10806,0.093,2.3,1.25,0.433,0.093,0.135,0.312,0,0.3,0.5,10,Free,6,4.147,402,1.0,10.0
7,10997,0.125,3.1,1.5,0.433,0.121,0.176,0.312,0,0.6,0.3,10,Free,7,4.147,402,1.0,10.0
8,11165,0.154,2.8,1.1,0.433,0.102,0.171,0.404,0,0.4,0.5,10,Free,8,4.147,402,1.0,10.0
9,11233,0.179,3.7,1.6,0.433,0.072,0.155,0.534,0,0.4,0.8,10,Free,9,4.147,402,1.0,10.0
10,11438,0.192,3.9,0.85,0.433,0.071,0.16,0.558,0,0.2,0.5,10,Free,10,4.147,402,1.0,10.0
11,11567,0.168,3.2,0.6,0.433,0.089,0.166,0.462,0,0.2,0.5,10,Free,11,4.147,402,1.0,10.0
0,9648,0.0,2.9,2.45,0.543,0.167,0.167,0.0,0,0.3,0.3,10,Free,0,6.73,403,1.0,10.0
1,9899,0.045,3.4,3.3,0.543,0.194,0.212,0.086,0,0.2,0.3,10,Free,1,6.73,403,1.0,10.0
2,10163,0.121,4.0,3.1,0.543,0.163,0.214,0.237,0,0.3,0.4,10,Free,2,6.73,403,1.0,10.0
3,10328,0.142,2.7,1.9,0.543,0.14,0.201,0.303,0,0.4,0.6,10,Free,3,6.73,403,1.0,10.0
4,10611,0.148,4.7,1.95,0.543,0.165,0.227,0.272,0,0.4,0.8,10,Free,4,6.73,403,1.0,10.0
5,10809,0.195,4.4,3.1,0.543,0.169,0.25,0.324,0,0.3,0.2,10,Free,5,6.73,403,1.0,10.0
6,11063,0.182,6.9,3.4,0.543,0.197,0.27,0.271,0,0.5,0.7,10,Free,6,6.73,403,1.0,10.0
7,11322,0.195,4.3,2.85,0.543,0.19,0.269,0.294,0,0.4,0.7,10,Free,7,6.73,403,1.0,10.0
8,11591,0.206,5.9,4.1,0.543,0.206,0.287,0.285,0,0.4,0.5,10,Free,8,6.73,403,1.0,10.0
9,11947,0.242,6.1,2.9,0.543,0.184,0.283,0.349,0,0.4,0.4,10,Free,9,6.73,403,1.0,10.0
10,12176,0.217,4.8,2.25,0.543,0.177,0.266,0.335,0,0.6,0.6,10,Free,10,6.73,403,1.0,10.0
11,12468,0.278,6.9,3.9,0.543,0.203,0.314,0.352,0,0.3,0.7,10,Free,11,6.73,403,1.0,10.0
0,9774,0.0,3.4,3.0,0.577,0.207,0.207,0.0,0,0.4,0.3,10,Free,0,4.191,404,1.0,10.0
1,9916,0.049,3.0,1.65,0.577,0.172,0.192,0.106,0,0.5,0.7,10,Free,1,4.191,404,1.0,10.0
2,10200,0.087,3.1,2.35,0.577,0.153,0.19,0.195,0,0.5,0.3,10,Free,2,4.191,404,1.0,10.0
3,10392,0.135,4.0,1.9,0.577,0.135,0.193,0.302,0,0.2,0.2,10,Free,3,4.191,404,1.0,10.0
4,10591,0.15,4.9,2.0,0.577,0.125,0.191,0.345,0,0.0,0.2,10,Free,4,4.191,404,1.0,10.0
5,10808,0.208,4.3,1.9,0.577,0.117,0.208,0.44,0,0.6,0.6,10,Free,5,4.191,404,1.0,10.0
6,10952,0.242,5.5,1.6,0.577,0.107,0.215,0.503,0,0.6,0.2,10,Free,6,4.191,404,1.0,10.0
7,11176,0.288,6.4,1.7,0.577,0.112,0.24,0.533,0,0.3,0.6,10,Free,7,4.191,404,1.0,10.0
8,11435,0.269,5.2,3.0,0.577,0.167,0.279,0.402,0,0.6,0.6,10,Free,8,4.191,404,1.0,10.0
9,11597,0.328,6.4,1.55,0.577,0.115,0.26,0.557,0,0.2,0.2,10,Free,9,4.191,404,1.0,10.0
10,11847,0.307,6.5,1.7,0.577,0.141,0.273,0.483,0,0.6,0.7,10,Free,10,4.191,404,1.0,10.0
11,12099,0.336,6.3,1.95,0.577,0.159,0.301,0.47,0,0.5,0.4,10,Free,11,4.191,404,1.0,10.0
0,9630,0.0,1.7,2.15,0.543,0.152,0.152,0.0,0,0.1,0.4,10,Free,0,4.848,405,1.0,10.0
1,9738,0.041,1.6,2.0,0.543,0.116,0.134,0.134,0,0.1,0.7,10,Free,1,4.848,405,1.0,10.0
2,9963,0.073,2.2,2.45,0.543,0.145,0.176,0.178,0,0.5,0.5,10,Free,2,4.848,405,1.0,10.0
3,10232,0.076,2.4,2.55,0.543,0.159,0.191,0.168,0,0.4,0.4,10,Free,3,4.848,405,1.0,10.0
4,10394,0.078,3.1,1.8,0.543,0.14,0.174,0.193,0,0.5,0.3,10,Free,4,4.848,405,1.0,10.0
5,10595,0.115,4.1,2.3,0.543,0.137,0.187,0.265,0,0.8,0.4,10,Free,5,4.848,405,1.0,10.0
6,10748,0.062,3.0,1.95,0.543,0.138,0.164,0.163,0,0.6,0.7,10,Free,6,4.848,405,1.0,10.0
7,10930,0.098,2.7,1.6,0.543,0.103,0.147,0.3,0,0.6,0.7,10,Free,7,4.848,405,1.0,10.0
8,11087,0.106,2.9,2.0,0.543,0.119,0.165,0.282,0,0.5,0.8,10,Free,8,4.848,405,1.0,10.0
9,11275,0.147,2.4,0.9,0.543,0.089,0.156,0.43,0,0.6,0.3,10,Free,9,4.848,405,1.0,10.0
10,11405,0.164,2.7,1.1,0.543,0.082,0.157,0.479,0,0.4,0.2,10,Free,10,4.848,405,1.0,10.0
11,11621,0.195,4.6,2.05,0.543,0.112,0.198,0.437,0,0.3,0.5,10,Free,11,4.848,405,1.0,10.0
0,9435,0.0,0.8,0.45,0.437,0.074,0.074,0.0,0,0.0,0.1,10,Free,0,3.324,406,1.0,10.0
1,9751,0.03,1.3,1.3,0.437,0.124,0.137,0.096,0,0.3,0.6,10,Free,1,3.324,406,1.0,10.0
2,9905,0.106,2.0,1.4,0.437,0.085,0.134,0.363,0,0.3,0.1,10,Free,2,3.324,406,1.0,10.0
3,10121,0.08,2.8,1.95,0.437,0.112,0.148,0.24,0,0.4,0.5,10,Free,3,3.324,406,1.0,10.0
4,10366,0.092,2.8,2.35,0.437,0.119,0.16,0.253,0,0.4,0.4,10,Free,4,3.324,406,1.0,10.0
5,10661,0.139,3.2,0.85,0.437,0.1,0.162,0.385,0,0.6,0.7,10,Free,5,3.324,406,1.0,10.0
6,10793,0.22,4.3,0.55,0.437,0.079,0.18,0.563,0,0.3,0.4,10,Free,6,3.324,406,1.0,10.0
7,11013,0.204,5.6,1.35,0.437,0.088,0.181,0.512,0,0.2,0.3,10,Free,7,3.324,406,1.0,10.0
8,11198,0.177,4.1,1.85,0.437,0.09,0.171,0.473,0,0.4,0.3,10,Free,8,3.324,406,1.0,10.0
9,11399,0.216,4.9,1.6,0.437,0.113,0.208,0.459,0,0.4,0.6,10,Free,9,3.324,406,1.0,10.0
10,11587,0.2,4.2,1.65,0.437,0.124,0.211,0.414,0,0.5,0.4,10,Free,10,3.324,406,1.0,10.0
11,11735,0.331,5.7,1.75,0.437,0.124,0.269,0.54,0,0.7,0.6,10,Free,11,3.324,406,1.0,10.0
0,9684,0.0,2.6,2.6,0.44,0.147,0.147,0.0,0,0.4,0.4,10,Free,0,3.746,407,1.0,10.0
1,10000,0.067,2.8,2.55,0.44,0.171,0.198,0.139,0,0.2,0.5,10,Free,1,3.746,407,1.0,10.0
2,10206,0.183,4.7,2.25,0.44,0.172,0.248,0.306,0,0.3,0.2,10,Free,2,3.746,407,1.0,10.0
3,10468,0.19,4.1,2.6,0.44,0.146,0.227,0.357,0,0.4,0.4,10,Free,3,3.746,407,1.0,10.0
4,10723,0.175,4.5,2.7,0.44,0.177,0.249,0.29,0,0.6,0.3,10,Free,4,3.746,407,1.0,10.0
5,10957,0.221,4.2,2.35,0.44,0.147,0.241,0.391,0,0.3,0.4,10,Free,5,3.746,407,1.0,10.0
6,11149,0.209,4.1,1.4,0.44,0.154,0.242,0.365,0,0.3,0.6,10,Free,6,3.746,407,1.0,10.0
7,11407,0.268,6.1,2.8,0.44,0.151,0.265,0.429,0,0.3,0.4,10,Free,7,3.746,407,1.0,10.0
8,11668,0.308,3.9,1.45,0.44,0.119,0.254,0.533,0,0.5,0.5,10,Free,8,3.746,407,1.0,10.0
9,11973,0.351,5.1,1.1,0.44,0.099,0.257,0.614,0,0.8,0.4,10,Free,9,3.746,407,1.0,10.0
10,12105,0.435,3.7,0.55,0.44,0.069,0.271,0.746,0,0.1,0.5,10,Free,10,3.746,407,1.0,10.0
11,12327,0.451,5.6,1.0,0.44,0.091,0.296,0.693,0,0.6,0.5,10,Free,11,3.746,407,1.0,10.0
0,9782,0.0,1.8,1.85,0.523,0.105,0.105,0.0,0,0.5,0.2,10,Free,0,3.141,408,1.0,10.0
1,9988,0.027,1.6,1.75,0.523,0.12,0.132,0.091,0,0.1,0.2,10,Free,1,3.141,408,1.0,10.0
2,10241,0.097,3.5,2.35,0.523,0.151,0.192,0.214,0,0.1,0.1,10,Free,2,3.141,408,1.0,10.0
3,10550,0.153,3.5,2.05,0.523,0.153,0.218,0.297,0,0.4,0.5,10,Free,3,3.141,408,1.0,10.0
4,10748,0.249,3.9,2.35,0.523,0.121,0.23,0.475,0,0.1,0.6,10,Free,4,3.141,408,1.0,10.0
5,10971,0.259,5.3,2.0,0.523,0.12,0.234,0.487,0,0.3,0.6,10,Free,5,3.141,408,1.0,10.0
6,11196,0.242,6.1,2.5,0.523,0.139,0.243,0.429,0,0.3,0.3,10,Free,6,3.141,408,1.0,10.0
7,11416,0.266,6.0,1.95,0.523,0.145,0.259,0.439,0,0.6,0.6,10,Free,7,3.141,408,1.0,10.0
8,11645,0.285,6.5,2.2,0.523,0.146,0.268,0.454,0,0.8,0.4,10,Free,8,3.141,408,1.0,10.0
9,11869,0.354,7.0,2.05,0.523,0.133,0.286,0.537,0,0.8,0.5,10,Free,9,3.141,408,1.0,10.0
10,11953,0.365,7.6,1.1,0.523,0.104,0.267,0.611,0,0.4,0.3,10,Free,10,3.141,408,1.0,10.0
11,12214,0.401,6.8,1.6,0.523,0.115,0.292,0.608,0,0.3,0.4,10,Free,11,3.141,408,1.0,10.0
0,9343,0.0,1.8,1.95,0.557,0.175,0.175,0.0,0,0.2,0.3,10,Free,0,3.705,409,1.0,10.0
1,9572,0.092,3.3,1.3,0.557,0.122,0.162,0.248,0,0.1,0.5,10,Free,1,3.705,409,1.0,10.0
2,9814,0.078,2.9,2.15,0.557,0.114,0.149,0.232,0,0.6,0.7,10,Free,2,3.705,409,1.0,10.0
3,10006,0.087,2.9,1.5,0.557,0.104,0.143,0.271,0,0.5,0.4,10,Free,3,3.705,409,1.0,10.0
4,10238,0.119,3.3,0.75,0.557,0.072,0.128,0.433,0,0.3,0.4,10,Free,4,3.705,409,1.0,10.0
5,10423,0.111,2.9,1.25,0.557,0.127,0.175,0.278,0,0.1,0.3,10,Free,5,3.705,409,1.0,10.0
6,10615,0.146,4.5,2.7,0.557,0.143,0.206,0.303,0,0.4,0.6,10,Free,6,3.705,409,1.0,10.0
7,10836,0.12,2.2,1.35,0.557,0.112,0.165,0.323,0,0.2,0.6,10,Free,7,3.705,409,1.0,10.0
8,10970,0.16,3.8,1.5,0.557,0.092,0.164,0.442,0,0.5,0.5,10,Free,8,3.705,409,1.0,10.0
9,11209,0.17,3.5,0.85,0.557,0.102,0.178,0.428,0,0.6,0.6,10,Free,9,3.705,409,1.0,10.0
10,11494,0.216,3.7,2.0,0.557,0.123,0.217,0.434,0,0.7,0.5,10,Free,10,3.705,409,1.0,10.0
11,11708,0.233,4.1,1.5,0.557,0.133,0.234,0.432,0,0.7,0.5,10,Free,11,3.705,409,1.0,10.0
0,9523,0.0,1.9,1.5,0.58,0.14,0.14,0.0,0,0.4,0.3,10,Free,0,3.784,410,1.0,10.0
1,9782,0.039,2.6,2.8,0.58,0.161,0.177,0.091,0,0.2,0.3,10,Free,1,3.784,410,1.0,10.0
2,10013,0.108,3.1,1.65,0.58,0.139,0.186,0.25,0,0.7,0.8,10,Free,2,3.784,410,1.0,10.0
3,10253,0.242,3.8,1.5,0.58,0.117,0.224,0.477,0,0.3,0.7,10,Free,3,3.784,410,1.0,10.0
4,10386,0.297,5.0,0.65,0.58,0.081,0.217,0.628,0,0.5,0.4,10,Free,4,3.784,410,1.0,10.0
5,10614,0.336,6.2,0.95,0.58,0.073,0.229,0.68,0,0.4,0.2,10,Free,5,3.784,410,1.0,10.0
6,10842,0.367,6.7,1.75,0.58,0.081,0.249,0.675,0,0.7,0.7,10,Free,6,3.784,410,1.0,10.0
7,10990,0.372,7.1,0.8,0.58,0.078,0.249,0.687,0,0.6,0.8,10,Free,7,3.784,410,1.0,10.0
8,11300,0.354,7.3,1.4,0.58,0.104,0.262,0.605,0,0.3,0.7,10,Free,8,3.784,410,1.0,10.0
9,11466,0.358,7.8,1.9,0.58,0.091,0.254,0.641,0,0.6,0.2,10,Free,9,3.784,410,1.0,10.0
10,11632,0.405,8.0,2.1,0.58,0.101,0.283,0.644,0,0.2,0.4,10,Free,10,3.784,410,1.0,10.0
11,11917,0.355,6.2,1.95,0.58,0.125,0.281,0.553,0,0.5,0.7,10,Free,11,3.784,410,1.0,10.0
0,9514,0.0,0.5,0.55,0.493,0.067,0.067,0.0,0,0.0,0.2,10,Free,0,3.276,411,1.0,10.0
1,9698,0.028,2.7,2.45,0.493,0.103,0.116,0.107,0,0.3,0.4,10,Free,1,3.276,411,1.0,10.0
2,9890,0.059,1.7,1.4,0.493,0.082,0.109,0.248,0,0.2,0.3,10,Free,2,3.276,411,1.0,10.0
3,9988,0.102,2.0,0.9,0.493,0.066,0.114,0.419,0,0.0,0.5,10,Free,3,3.276,411,1.0,10.0
4,10168,0.106,2.2,0.85,0.493,0.086,0.134,0.36,0,0.3,0.6,10,Free,4,3.276,411,1.0,10.0
5,10433,0.086,3.0,1.65,0.493,0.135,0.172,0.217,0,0.3,0.3,10,Free,5,3.276,411,1.0,10.0
6,10670,0.107,3.8,2.05,0.493,0.131,0.177,0.262,0,0.5,0.6,10,Free,6,3.276,411,1.0,10.0
7,10803,0.14,3.5,1.75,0.493,0.112,0.174,0.358,0,0.2,0.4,10,Free,7,3.276,411,1.0,10.0
8,11056,0.166,3.4,2.4,0.493,0.145,0.216,0.329,0,0.5,0.6,10,Free,8,3.276,411,1.0,10.0
9,11314,0.201,4.1,2.75,0.493,0.16,0.244,0.345,0,0.7,0.7,10,Free,9,3.276,411,1.0,10.0
10,11481,0.244,2.9,0.8,0.493,0.096,0.206,0.533,0,0.3,0.6,10,Free,10,3.276,411,1.0,10.0
11,11646,0.306,4.0,1.0,0.493,0.096,0.234,0.589,0,0.6,0.3,10,Free,11,3.276,411,1.0,10.0
0,9512,0.0,1.8,2.9,0.547,0.226,0.226,0.0,0,0.4,0.4,10,Free,0,3.297,412,1.0,10.0
1,9808,0.081,3.4,2.7,0.547,0.181,0.214,0.156,0,0.2,0.5,10,Free,1,3.297,412,1.0,10.0
2,10101,0.117,2.9,2.65,0.547,0.18,0.228,0.211,0,0.1,0.7,10,Free,2,3.297,412,1.0,10.0
3,10367,0.188,4.8,3.45,0.547,0.214,0.288,0.256,0,0.7,0.7,10,Free,3,3.297,412,1.0,10.0
4,10635,0.193,5.2,3.15,0.547,0.216,0.292,0.26,0,0.8,0.8,10,Free,4,3.297,412,1.0,10.0
5,10963,0.245,4.8,3.05,0.547,0.17,0.272,0.374,0,0.5,0.4,10,Free,5,3.297,412,1.0,10.0
6,11199,0.277,6.7,2.0,0.547,0.148,0.266,0.444,0,0.7,0.3,10,Free,6,3.297,412,1.0,10.0
7,11486,0.355,7.2,2.35,0.547,0.153,0.304,0.496,0,0.3,0.6,10,Free,7,3.297,412,1.0,10.0
8,11631,0.374,8.5,2.2,0.547,0.171,0.326,0.476,0,0.3,0.7,10,Free,8,3.297,412,1.0,10.0
9,11864,0.373,6.9,1.85,0.547,0.151,0.31,0.511,0,0.6,0.5,10,Free,9,3.297,412,1.0,10.0
10,12187,0.41,8.6,2.55,0.547,0.152,0.326,0.534,0,0.4,0.5,10,Free,10,3.297,412,1.0,10.0
11,12475,0.445,8.2,1.9,0.547,0.132,0.325,0.594,0,0.3,0.3,10,Free,11,3.297,412,1.0,10.0
0,9747,0.0,1.9,2.5,0.497,0.11,0.11,0.0,0,0.4,0.2,10,Free,0,3.087,413,1.0,10.0
1,9879,0.047,1.6,1.2,0.497,0.085,0.107,0.202,0,0.3,0.4,10,Free,1,3.087,413,1.0,10.0
2,10130,0.035,1.3,1.85,0.497,0.124,0.139,0.109,0,0.2,0.1,10,Free,2,3.087,413,1.0,10.0
3,10200,0.04,0.6,1.4,0.497,0.075,0.093,0.197,0,0.2,0.1,10,Free,3,3.087,413,1.0,10.0
4,10368,0.053,1.0,1.15,0.497,0.08,0.104,0.233,0,0.3,0.5,10,Free,4,3.087,413,1.0,10.0
5,10584,0.091,2.9,1.75,0.497,0.109,0.15,0.271,0,0.5,0.3,10,Free,5,3.087,413,1.0,10.0
6,10794,0.114,2.2,1.45,0.497,0.11,0.161,0.314,0,0.5,0.2,10,Free,6,3.087,413,1.0,10.0
7,10934,0.104,2.1,0.65,0.497,0.078,0.126,0.383,0,0.4,0.4,10,Free,7,3.087,413,1.0,10.0
8,11030,0.163,4.4,1.4,0.497,0.084,0.159,0.471,0,0.3,0.4,10,Free,8,3.087,413,1.0,10.0
9,11158,0.216,6.1,1.9,0.497,0.103,0.2,0.485,0,0.1,0.6,10,Free,9,3.087,413,1.0,10.0
10,11490,0.193,5.5,2.05,0.497,0.127,0.211,0.399,0,0.6,0.3,10,Free,10,3.087,413,1.0,10.0
11,11684,0.254,5.0,2.3,0.497,0.145,0.253,0.429,0,0.4,0.4,10,Free,11,3.087,413,1.0,10.0
0,9741,0.0,2.4,2.85,0.42,0.138,0.138,0.0,0,0.4,0.2,10,Free,0,3.037,414,1.0,10.0
1,9949,0.047,3.8,1.45,0.42,0.101,0.122,0.172,0,0.5,0.5,10,Free,1,3.037,414,1.0,10.0
2,10163,0.079,2.5,2.25,0.42,0.126,0.161,0.216,0,0.7,0.5,10,Free,2,3.037,414,1.0,10.0
3,10315,0.08,2.8,1.35,0.42,0.124,0.159,0.219,0,0.5,0.4,10,Free,3,3.037,414,1.0,10.0
4,10451,0.154,3.3,1.3,0.42,0.096,0.166,0.419,0,0.5,0.7,10,Free,4,3.037,414,1.0,10.0
5,10550,0.182,3.5,0.85,0.42,0.059,0.144,0.592,0,0.7,0.5,10,Free,5,3.037,414,1.0,10.0
6,10704,0.187,3.5,0.9,0.42,0.079,0.165,0.522,0,0.4,0.7,10,Free,6,3.037,414,1.0,10.0
7,10910,0.198,5.2,1.2,0.42,0.09,0.18,0.501,0,0.5,0.9,10,Free,7,3.037,414,1.0,10.0
8,11171,0.228,6.4,1.95,0.42,0.126,0.225,0.442,0,0.5,0.4,10,Free,8,3.037,414,1.0,10.0
9,11368,0.244,5.1,2.45,0.42,0.138,0.244,0.432,0,0.5,0.5,10,Free,9,3.037,414,1.0,10.0
10,11601,0.25,7.1,1.5,0.42,0.133,0.241,0.45,0,0.4,0.4,10,Free,10,3.037,414,1.0,10.0
11,11746,0.262,5.0,2.55,0.42,0.13,0.244,0.467,0,0.2,0.3,10,Free,11,3.037,414,1.0,10.0
0,9621,0.0,2.8,2.05,0.493,0.136,0.136,0.0,0,0.1,0.3,10,Free,0,4.404,415,1.0,10.0
1,9874,0.058,2.9,2.4,0.493,0.116,0.141,0.183,0,0.2,0.5,10,Free,1,4.404,415,1.0,10.0
